   category    |       subcategory        |                       name                       |          brand           | unit_type  | unit_size | case_size 
 Soft Drinks   | Bottled Water            | Buxton Sparkling Water                           | Buxton                   | bottle     |       500 |        24
 Soft Drinks   | Bottled Water            | Buxton Still Water                               | Buxton                   | bottle     |       500 |        24
 Soft Drinks   | Bottled Water            | Evian Still Water                                | Evian                    | bottle     |       750 |        12
 Soft Drinks   | Bottled Water            | Evian Still Water                                | Evian                    | bottle     |       330 |        24
 Soft Drinks   | Bottled Water            | Highland Spring Sparkling Water                  | Highland Spring          | bottle     |       500 |        24
 Soft Drinks   | Bottled Water            | Highland Spring Still Water                      | Highland Spring          | bottle     |       500 |        24
 Soft Drinks   | Bottled Water            | Highland Spring Still Water                      | Highland Spring          | bottle     |       330 |        24
 Soft Drinks   | Bottled Water            | Perrier Sparkling Water                          | Perrier                  | bottle     |       330 |        24
 Soft Drinks   | Bottled Water            | San Pellegrino Sparkling Water                   | San Pellegrino           | bottle     |       500 |        24
 Soft Drinks   | Bottled Water            | Volvic Still Water                               | Volvic                   | bottle     |       500 |        24
 Soft Drinks   | Cola                     | Coca-Cola                                        | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Cola                     | Coca-Cola Cherry                                 | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Cola                     | Coca-Cola Vanilla                                | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Cola                     | Coca-Cola Zero Sugar                             | Coca-Cola                | bottle     |       500 |        12
 Soft Drinks   | Cola                     | Coke Zero                                        | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Cola                     | Diet Coke Cherry                                 | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Cola                     | Pepsi Zero Sugar                                 | Pepsi                    | can        |       330 |        24
 Soft Drinks   | Energy Drink             | Red Bull                                         | Red Bull                 | can        |       250 |        24
 Soft Drinks   | Energy Drinks            | Lucozade Energy Orange                           | Lucozade                 | bottle     |       380 |        24
 Soft Drinks   | Energy Drinks            | Lucozade Energy Original                         | Lucozade                 | bottle     |       380 |        24
 Soft Drinks   | Energy Drinks            | Monster Energy                                   | Monster                  | can        |       500 |        24
 Soft Drinks   | Energy Drinks            | Monster Ultra Zero                               | Monster                  | can        |       500 |        24
 Soft Drinks   | Energy Drinks            | Red Bull Energy Drink                            | Red Bull                 | can        |       250 |        24
 Soft Drinks   | Energy Drinks            | Red Bull Sugar Free                              | Red Bull                 | can        |       250 |        24
 Soft Drinks   | Energy Drinks            | Red Bull Tropical                                | Red Bull                 | can        |       250 |        24
 Soft Drinks   | Energy Drinks            | Relentless Origin                                | Relentless               | can        |       500 |        24
 Soft Drinks   | Energy Drinks            | Rockstar Energy                                  | Rockstar                 | can        |       500 |        24
 Soft Drinks   | Fizzy                    | Barr Irn-Bru                                     | A.G. Barr                | can        |       330 |        24
 Soft Drinks   | Fruit Cordial            | Robinson Squash                                  | Coca-Cola                | bottle     |       750 |        12
 Soft Drinks   | Fruit Cordial            | Vimto                                            | Vimto                    | bottle     |       750 |        12
 Soft Drinks   | Fruit Flavoured          | Fanta Berry                                      | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Fruit Flavoured          | Fanta Lemon                                      | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Fruit Flavoured          | Fanta Lime                                       | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Fruit Flavoured          | Fanta Orange                                     | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Fruit Flavoured          | Fanta Orange Zero                                | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Fruit Flavoured          | Fanta Pineapple                                  | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Fruit Flavoured          | Tango Apple                                      | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Fruit Flavoured          | Tango Orange                                     | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Fruit Flavoured          | Tango Pineapple                                  | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Ginger Beer              | Old Jamaica Ginger Beer                          | Coca-Cola                | bottle     |       330 |        12
 Soft Drinks   | Juice                    | Appletiser                                       | Appletiser               | bottle     |       330 |        24
 Soft Drinks   | Juice                    | Cranberry Juice                                  | Ocean Spray              | bottle     |       330 |        12
 Soft Drinks   | Juice                    | Orange Juice                                     | Tropicana                | pack       |       250 |        24
 Soft Drinks   | Juice Drink              | Simply Lemonade                                  | The Coca-Cola Company    | bottle     |       330 |         8
 Soft Drinks   | Juices & Cordials        | Britvic Apple Juice                              | Britvic                  | bottle     |       250 |        24
 Soft Drinks   | Juices & Cordials        | Britvic Cranberry Juice                          | Britvic                  | bottle     |       250 |        24
 Soft Drinks   | Juices & Cordials        | Britvic Orange Juice                             | Britvic                  | bottle     |       250 |        24
 Soft Drinks   | Juices & Cordials        | Britvic Pineapple Juice                          | Britvic                  | bottle     |       250 |        24
 Soft Drinks   | Juices & Cordials        | Britvic Tomato Juice                             | Britvic                  | bottle     |       250 |        24
 Soft Drinks   | Juices & Cordials        | J2O Apple & Mango                                | J2O                      | bottle     |       275 |        24
 Soft Drinks   | Juices & Cordials        | J2O Apple & Raspberry                            | J2O                      | bottle     |       275 |        24
 Soft Drinks   | Juices & Cordials        | J2O Orange & Passion Fruit                       | J2O                      | bottle     |       275 |        24
 Soft Drinks   | Juices & Cordials        | Robinsons Blackcurrant                           | Robinsons                | bottle     |      1000 |         8
 Soft Drinks   | Juices & Cordials        | Robinsons Lemon Barley                           | Robinsons                | bottle     |      1000 |         8
 Soft Drinks   | Juices & Cordials        | Robinsons Orange Squash                          | Robinsons                | bottle     |      1000 |         8
 Soft Drinks   | Juices & Cordials        | Robinsons Summer Fruits                          | Robinsons                | bottle     |      1000 |         8
 Soft Drinks   | Lemonade                 | 7UP Zero                                         | 7UP                      | can        |       330 |        24
 Soft Drinks   | Lemonade                 | Lemonade                                         | Schweppes                | can        |       330 |        24
 Soft Drinks   | Lemonade                 | Sprite                                           | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Lemonade                 | Sprite Zero                                      | Coca-Cola                | can        |       330 |        24
 Soft Drinks   | Mixers                   | Fever-Tree Premium Indian Tonic                  | Fever-Tree               | bottle     |       200 |        24
 Soft Drinks   | Mixers                   | Fever-Tree Tonic Water                           | Fever-Tree               | bottle     |       200 |        24
 Soft Drinks   | Mixers                   | Schweppes Indian Tonic Water                     | Schweppes                | bottle     |       200 |        24
 Soft Drinks   | Mixers & Tonic Waters    | Fever-Tree Elderflower Tonic                     | Fever-Tree               | bottle     |       200 |        24
 Soft Drinks   | Mixers & Tonic Waters    | Fever-Tree Ginger Ale                            | Fever-Tree               | bottle     |       200 |        24
 Soft Drinks   | Mixers & Tonic Waters    | Fever-Tree Ginger Beer                           | Fever-Tree               | bottle     |       200 |        24
 Soft Drinks   | Mixers & Tonic Waters    | Fever-Tree Indian Tonic Water                    | Fever-Tree               | bottle     |       200 |        24
 Soft Drinks   | Mixers & Tonic Waters    | Fever-Tree Light Tonic Water                     | Fever-Tree               | bottle     |       200 |        24
 Soft Drinks   | Mixers & Tonic Waters    | Fever-Tree Mediterranean Tonic                   | Fever-Tree               | bottle     |       200 |        24
 Soft Drinks   | Mixers & Tonic Waters    | Schweppes Ginger Ale                             | Schweppes                | bottle     |       200 |        24
 Soft Drinks   | Mixers & Tonic Waters    | Schweppes Slimline Tonic                         | Schweppes                | bottle     |       200 |        24
 Soft Drinks   | Mixers & Tonic Waters    | Schweppes Soda Water                             | Schweppes                | bottle     |       200 |        24
 Soft Drinks   | Mixers & Tonic Waters    | Schweppes Tonic Water                            | Schweppes                | bottle     |       200 |        24
 Soft Drinks   | Water                    | Perrier Sparkling Water                          | Nestlé                   | bottle     |       750 |        12
 Soft Drinks   | Water                    | San Pellegrino Sparkling Water                   | Nestlé                   | bottle     |       750 |        12
 Spirits       | Aperitifs & Digestifs    | Aperol                                           | Aperol                   | bottle     |      1000 |         6
 Spirits       | Aperitifs & Digestifs    | Aperol                                           | Aperol                   | bottle     |       700 |        12
 Spirits       | Aperitifs & Digestifs    | Campari                                          | Campari                  | bottle     |       700 |        12
 Spirits       | Aperitifs & Digestifs    | Martini Bianco                                   | Martini                  | bottle     |       750 |        12
 Spirits       | Aperitifs & Digestifs    | Martini Extra Dry                                | Martini                  | bottle     |       750 |        12
 Spirits       | Aperitifs & Digestifs    | Martini Rosso                                    | Martini                  | bottle     |       750 |        12
 Spirits       | Aperitifs & Digestifs    | Pimm's No.1                                      | Pimm's                   | bottle     |       700 |        12
 Spirits       | Aperitifs & Digestifs    | Pimm's No.1                                      | Pimm's                   | bottle     |      1000 |        12
 Spirits       | Bitters & Syrups         | Angostura Aromatic Bitters                       | Angostura                | bottle     |       200 |        12
 Spirits       | Bitters & Syrups         | Angostura Orange Bitters                         | Angostura                | bottle     |       100 |        12
 Spirits       | Bitters & Syrups         | Peychaud's Bitters                               | Peychaud's               | bottle     |       148 |        12
 Spirits       | Gin                      | Beefeater Blood Orange Gin                       | Beefeater                | bottle     |       700 |        12
 Spirits       | Gin                      | Beefeater London Dry Gin                         | Beefeater                | bottle     |       700 |        12
 Spirits       | Gin                      | Beefeater London Dry Gin                         | Beefeater                | bottle     |      1000 |        12
 Spirits       | Gin                      | Beefeater Pink Gin                               | Beefeater                | bottle     |       700 |        12
 Spirits       | Gin                      | Bombay Bramble (Blackberry & Raspberry)          | Bombay Sapphire          | bottle     |       700 |        12
 Spirits       | Gin                      | Bombay Citron Presse (Lemon)                     | Bombay Sapphire          | bottle     |       700 |        12
 Spirits       | Gin                      | Bombay Sapphire Gin                              | Bombay Sapphire          | bottle     |      1000 |        12
 Spirits       | Gin                      | Bombay Sapphire Gin                              | Bombay Sapphire          | bottle     |       700 |        12
 Spirits       | Gin                      | Edinburgh Gin Classic                            | Edinburgh Gin            | bottle     |       700 |         6
 Spirits       | Gin                      | Edinburgh Raspberry Gin                          | Edinburgh Gin            | bottle     |       700 |         6
 Spirits       | Gin                      | Edinburgh Rhubarb & Ginger Gin                   | Edinburgh Gin            | bottle     |       700 |         6
 Spirits       | Gin                      | Gordon's London Dry Gin                          | Gordon's                 | bottle     |      1000 |        12
 Spirits       | Gin                      | Gordon's London Dry Gin                          | Gordon's                 | bottle     |       700 |        12
 Spirits       | Gin                      | Gordon's Mediterranean Orange Gin                | Gordon's                 | bottle     |       700 |        12
 Spirits       | Gin                      | Gordon's Premium Pink Gin                        | Gordon's                 | bottle     |       700 |        12
 Spirits       | Gin                      | Gordon's Sicilian Lemon Gin                      | Gordon's                 | bottle     |       700 |        12
 Spirits       | Gin                      | Gordon's White Peach Gin                         | Gordon's                 | bottle     |       700 |        12
 Spirits       | Gin                      | Hayman's London Dry Gin                          | Hayman's                 | bottle     |       700 |         6
 Spirits       | Gin                      | Hendrick's Gin                                   | Hendrick's               | bottle     |       700 |         6
 Spirits       | Gin                      | Hendrick's Lunar                                 | Hendrick's               | bottle     |       700 |         6
 Spirits       | Gin                      | Hendrick's Midsummer Solstice                    | Hendrick's               | bottle     |       700 |         6
 Spirits       | Gin                      | Hendrick's Orbium                                | Hendrick's               | bottle     |       700 |         6
 Spirits       | Gin                      | Malfy Gin Arancia (Blood Orange)                 | Malfy                    | bottle     |       700 |         6
 Spirits       | Gin                      | Malfy Gin Con Limone (Lemon)                     | Malfy                    | bottle     |       700 |         6
 Spirits       | Gin                      | Malfy Gin Rosa (Pink Grapefruit)                 | Malfy                    | bottle     |       700 |         6
 Spirits       | Gin                      | Manchester Gin Original                          | Manchester Gin           | bottle     |       700 |         6
 Spirits       | Gin                      | Manchester Raspberry Infused Gin                 | Manchester Gin           | bottle     |       700 |         6
 Spirits       | Gin                      | Mermaid Gin                                      | Isle of Wight Distillery | bottle     |       700 |         6
 Spirits       | Gin                      | Mermaid Pink Gin                                 | Isle of Wight Distillery | bottle     |       700 |         6
 Spirits       | Gin                      | Monkey 47 Schwarzwald Dry Gin                    | Monkey 47                | bottle     |       500 |         6
 Spirits       | Gin                      | Opihr Oriental Spiced Gin                        | Opihr                    | bottle     |       700 |         6
 Spirits       | Gin                      | Plymouth Gin                                     | Plymouth                 | bottle     |       700 |         6
 Spirits       | Gin                      | Sipsmith Lemon Drizzle Gin                       | Sipsmith                 | bottle     |       700 |         6
 Spirits       | Gin                      | Sipsmith London Dry Gin                          | Sipsmith                 | bottle     |       700 |         6
 Spirits       | Gin                      | Tanqueray Blackcurrant Royale                    | Tanqueray                | bottle     |       700 |        12
 Spirits       | Gin                      | Tanqueray Flor de Sevilla (Orange)               | Tanqueray                | bottle     |       700 |        12
 Spirits       | Gin                      | Tanqueray London Dry Gin                         | Tanqueray                | bottle     |       700 |        12
 Spirits       | Gin                      | Tanqueray London Dry Gin                         | Tanqueray                | bottle     |      1000 |        12
 Spirits       | Gin                      | Tanqueray No. Ten                                | Tanqueray                | bottle     |       700 |         6
 Spirits       | Gin                      | The Botanist Islay Dry Gin                       | The Botanist             | bottle     |       700 |         6
 Spirits       | Gin                      | Warner's Elderflower Gin                         | Warner's                 | bottle     |       700 |         6
 Spirits       | Gin                      | Warner's Raspberry Gin                           | Warner's                 | bottle     |       700 |         6
 Spirits       | Gin                      | Warner's Rhubarb Gin                             | Warner's                 | bottle     |       700 |         6
 Spirits       | Gin                      | Whitley Neill Blackberry Gin                     | Whitley Neill            | bottle     |       700 |         6
 Spirits       | Gin                      | Whitley Neill Blood Orange Gin                   | Whitley Neill            | bottle     |       700 |         6
 Spirits       | Gin                      | Whitley Neill Original Gin                       | Whitley Neill            | bottle     |       700 |         6
 Spirits       | Gin                      | Whitley Neill Parma Violet Gin                   | Whitley Neill            | bottle     |       700 |         6
 Spirits       | Gin                      | Whitley Neill Raspberry Gin                      | Whitley Neill            | bottle     |       700 |         6
 Spirits       | Gin                      | Whitley Neill Rhubarb & Ginger Gin               | Whitley Neill            | bottle     |       700 |         6
 Spirits       | Liqueurs & Specialities  | Baileys Espresso Creme                           | Baileys                  | bottle     |       700 |        12
 Spirits       | Liqueurs & Specialities  | Baileys Original Irish Cream                     | Baileys                  | bottle     |      1000 |        12
 Spirits       | Liqueurs & Specialities  | Baileys Original Irish Cream                     | Baileys                  | bottle     |       700 |        12
 Spirits       | Liqueurs & Specialities  | Baileys Salted Caramel                           | Baileys                  | bottle     |       700 |        12
 Spirits       | Liqueurs & Specialities  | Baileys Strawberries & Cream                     | Baileys                  | bottle     |       700 |        12
 Spirits       | Liqueurs & Specialities  | Chambord Black Raspberry Liqueur                 | Chambord                 | bottle     |       500 |         6
 Spirits       | Liqueurs & Specialities  | Cointreau                                        | Cointreau                | bottle     |       700 |        12
 Spirits       | Liqueurs & Specialities  | Disaronno Originale Amaretto                     | Disaronno                | bottle     |       700 |        12
 Spirits       | Liqueurs & Specialities  | Drambuie                                         | Drambuie                 | bottle     |       700 |         6
 Spirits       | Liqueurs & Specialities  | Grand Marnier                                    | Grand Marnier            | bottle     |       700 |         6
 Spirits       | Liqueurs & Specialities  | Jägermeister                                     | Jägermeister             | bottle     |       700 |        12
 Spirits       | Liqueurs & Specialities  | Jägermeister                                     | Jägermeister             | bottle     |      1000 |        12
 Spirits       | Liqueurs & Specialities  | Kahlua Coffee Liqueur                            | Kahlua                   | bottle     |       700 |        12
 Spirits       | Liqueurs & Specialities  | Pernod Anise                                     | Pernod                   | bottle     |       700 |        12
 Spirits       | Liqueurs & Specialities  | Sambuca Luxardo                                  | Luxardo                  | bottle     |       700 |        12
 Spirits       | Liqueurs & Specialities  | Sambuca Molinari                                 | Molinari                 | bottle     |       700 |        12
 Spirits       | Liqueurs & Specialities  | Southern Comfort                                 | Southern Comfort         | bottle     |       700 |        12
 Spirits       | Liqueurs & Specialities  | St-Germain Elderflower Liqueur                   | St-Germain               | bottle     |       700 |         6
 Spirits       | Liqueurs & Specialities  | Tia Maria Coffee Liqueur                         | Tia Maria                | bottle     |       700 |        12
 Spirits       | Low & No Alcohol Spirits | Gordon's 0.0% Alcohol Free                       | Gordon's                 | bottle     |       700 |        12
 Spirits       | Low & No Alcohol Spirits | Lyre's American Malt                             | Lyre's                   | bottle     |       700 |         6
 Spirits       | Low & No Alcohol Spirits | Lyre's Dry London Spirit                         | Lyre's                   | bottle     |       700 |         6
 Spirits       | Low & No Alcohol Spirits | Lyre's Italian Orange                            | Lyre's                   | bottle     |       700 |         6
 Spirits       | Low & No Alcohol Spirits | Seedlip Garden 108                               | Seedlip                  | bottle     |       700 |         6
 Spirits       | Low & No Alcohol Spirits | Seedlip Grove 42                                 | Seedlip                  | bottle     |       700 |         6
 Spirits       | Low & No Alcohol Spirits | Seedlip Spice 94                                 | Seedlip                  | bottle     |       700 |         6
 Spirits       | Rum                      | Appleton Estate Signature Blend                  | Appleton Estate          | bottle     |       700 |        12
 Spirits       | Rum                      | Bacardi Carta Blanca (White)                     | Bacardi                  | bottle     |      1000 |        12
 Spirits       | Rum                      | Bacardi Carta Blanca (White)                     | Bacardi                  | bottle     |       700 |        12
 Spirits       | Rum                      | Bacardi Carta Negra (Black)                      | Bacardi                  | bottle     |       700 |        12
 Spirits       | Rum                      | Bacardi Carta Oro (Gold)                         | Bacardi                  | bottle     |       700 |        12
 Spirits       | Rum                      | Bacardi Coconut                                  | Bacardi                  | bottle     |       700 |        12
 Spirits       | Rum                      | Bacardi Raspberry                                | Bacardi                  | bottle     |       700 |        12
 Spirits       | Rum                      | Bacardi Spiced                                   | Bacardi                  | bottle     |       700 |        12
 Spirits       | Rum                      | Captain Morgan Black Spiced                      | Captain Morgan           | bottle     |       700 |        12
 Spirits       | Rum                      | Captain Morgan Dark Rum                          | Captain Morgan           | bottle     |       700 |        12
 Spirits       | Rum                      | Captain Morgan Original Spiced Gold              | Captain Morgan           | bottle     |      1000 |        12
 Spirits       | Rum                      | Captain Morgan Original Spiced Gold              | Captain Morgan           | bottle     |       700 |        12
 Spirits       | Rum                      | Captain Morgan Tiki                              | Captain Morgan           | bottle     |       700 |        12
 Spirits       | Rum                      | Captain Morgan White Rum                         | Captain Morgan           | bottle     |       700 |        12
 Spirits       | Rum                      | Dead Man's Fingers Coconut Rum                   | Dead Man's Fingers       | bottle     |       700 |         6
 Spirits       | Rum                      | Dead Man's Fingers Coffee Rum                    | Dead Man's Fingers       | bottle     |       700 |         6
 Spirits       | Rum                      | Dead Man's Fingers Spiced Rum                    | Dead Man's Fingers       | bottle     |       700 |         6
 Spirits       | Rum                      | Diplomatico Reserva Exclusiva                    | Diplomatico              | bottle     |       700 |         6
 Spirits       | Rum                      | Havana Club 3 Year Old                           | Havana Club              | bottle     |       700 |        12
 Spirits       | Rum                      | Havana Club 7 Year Old                           | Havana Club              | bottle     |       700 |         6
 Spirits       | Rum                      | Havana Club Especial                             | Havana Club              | bottle     |       700 |        12
 Spirits       | Rum                      | Kraken Black Spiced Rum                          | Kraken                   | bottle     |       700 |        12
 Spirits       | Rum                      | Kraken Black Spiced Rum                          | Kraken                   | bottle     |      1000 |         6
 Spirits       | Rum                      | Lamb's Navy Rum                                  | Lamb's                   | bottle     |       700 |        12
 Spirits       | Rum                      | Malibu Mango                                     | Malibu                   | bottle     |       700 |        12
 Spirits       | Rum                      | Malibu Original (Coconut)                        | Malibu                   | bottle     |       700 |        12
 Spirits       | Rum                      | Malibu Original (Coconut)                        | Malibu                   | bottle     |      1000 |        12
 Spirits       | Rum                      | Malibu Passion Fruit                             | Malibu                   | bottle     |       700 |        12
 Spirits       | Rum                      | Malibu Pineapple                                 | Malibu                   | bottle     |       700 |        12
 Spirits       | Rum                      | Malibu Strawberry                                | Malibu                   | bottle     |       700 |        12
 Spirits       | Rum                      | Mount Gay Black Barrel                           | Mount Gay                | bottle     |       700 |         6
 Spirits       | Rum                      | Mount Gay Eclipse                                | Mount Gay                | bottle     |       700 |        12
 Spirits       | Rum                      | Sailor Jerry Spiced Rum                          | Sailor Jerry             | bottle     |       700 |        12
 Spirits       | Rum                      | Wray & Nephew White Overproof Rum                | Wray & Nephew            | bottle     |       700 |        12
 Spirits       | Rum                      | Zacapa 23 Year Old                               | Zacapa                   | bottle     |       700 |         6
 Spirits       | Tequila                  | Casamigos Blanco                                 | Casamigos                | bottle     |       700 |         6
 Spirits       | Tequila                  | Casamigos Reposado                               | Casamigos                | bottle     |       700 |         6
 Spirits       | Tequila                  | Don Julio Blanco                                 | Don Julio                | bottle     |       700 |         6
 Spirits       | Tequila                  | Don Julio Reposado                               | Don Julio                | bottle     |       700 |         6
 Spirits       | Tequila                  | El Jimador Blanco                                | El Jimador               | bottle     |       700 |        12
 Spirits       | Tequila                  | El Jimador Reposado                              | El Jimador               | bottle     |       700 |        12
 Spirits       | Tequila                  | Jose Cuervo Especial Gold                        | Jose Cuervo              | bottle     |       700 |        12
 Spirits       | Tequila                  | Jose Cuervo Especial Silver                      | Jose Cuervo              | bottle     |       700 |        12
 Spirits       | Tequila                  | Olmeca Blanco                                    | Olmeca                   | bottle     |       700 |        12
 Spirits       | Tequila                  | Olmeca Reposado                                  | Olmeca                   | bottle     |       700 |        12
 Spirits       | Tequila                  | Patron Añejo                                     | Patron                   | bottle     |       700 |         6
 Spirits       | Tequila                  | Patron Reposado                                  | Patron                   | bottle     |       700 |         6
 Spirits       | Tequila                  | Patron Silver                                    | Patron                   | bottle     |       700 |         6
 Spirits       | Tequila                  | Sierra Reposado Tequila                          | Sierra                   | bottle     |       700 |        12
 Spirits       | Tequila                  | Sierra Silver Tequila                            | Sierra                   | bottle     |       700 |        12
 Spirits       | Vodka                    | Absolut Citron                                   | Absolut                  | bottle     |       700 |        12
 Spirits       | Vodka                    | Absolut Lime                                     | Absolut                  | bottle     |       700 |        12
 Spirits       | Vodka                    | Absolut Mandrin (Orange)                         | Absolut                  | bottle     |       700 |        12
 Spirits       | Vodka                    | Absolut Mango                                    | Absolut                  | bottle     |       700 |        12
 Spirits       | Vodka                    | Absolut Pears                                    | Absolut                  | bottle     |       700 |        12
 Spirits       | Vodka                    | Absolut Raspberry (Raspberri)                    | Absolut                  | bottle     |       700 |        12
 Spirits       | Vodka                    | Absolut Vanilla                                  | Absolut                  | bottle     |       700 |        12
 Spirits       | Vodka                    | Absolut Vodka                                    | Absolut                  | bottle     |      1000 |        12
 Spirits       | Vodka                    | Absolut Vodka                                    | Absolut                  | bottle     |       700 |        12
 Spirits       | Vodka                    | Absolut Watermelon                               | Absolut                  | bottle     |       700 |        12
 Spirits       | Vodka                    | Belvedere Vodka                                  | Belvedere                | bottle     |       700 |         6
 Spirits       | Vodka                    | Belvedere Vodka                                  | Belvedere                | bottle     |      1000 |         6
 Spirits       | Vodka                    | Ciroc Apple                                      | Ciroc                    | bottle     |       700 |         6
 Spirits       | Vodka                    | Ciroc Coconut                                    | Ciroc                    | bottle     |       700 |         6
 Spirits       | Vodka                    | Ciroc Pineapple                                  | Ciroc                    | bottle     |       700 |         6
 Spirits       | Vodka                    | Ciroc Red Berry                                  | Ciroc                    | bottle     |       700 |         6
 Spirits       | Vodka                    | Ciroc Vodka                                      | Ciroc                    | bottle     |       700 |         6
 Spirits       | Vodka                    | Grey Goose L'Orange                              | Grey Goose               | bottle     |       700 |         6
 Spirits       | Vodka                    | Grey Goose La Poire (Pear)                       | Grey Goose               | bottle     |       700 |         6
 Spirits       | Vodka                    | Grey Goose Le Citron                             | Grey Goose               | bottle     |       700 |         6
 Spirits       | Vodka                    | Grey Goose Vodka                                 | Grey Goose               | bottle     |      1000 |         6
 Spirits       | Vodka                    | Grey Goose Vodka                                 | Grey Goose               | bottle     |       700 |         6
 Spirits       | Vodka                    | Ketel One Citroen                                | Ketel One                | bottle     |       700 |        12
 Spirits       | Vodka                    | Ketel One Vodka                                  | Ketel One                | bottle     |       700 |        12
 Spirits       | Vodka                    | Russian Standard Vodka                           | Russian Standard         | bottle     |      1000 |        12
 Spirits       | Vodka                    | Russian Standard Vodka                           | Russian Standard         | bottle     |       700 |        12
 Spirits       | Vodka                    | Skyy Vodka                                       | Skyy                     | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Black Cherry                            | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Blueberry                               | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Citrus                                  | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Coconut                                 | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Cranberry                               | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Espresso                                | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Green Apple                             | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Lime                                    | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Mango                                   | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Orange                                  | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Pineapple                               | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Pink Lemonade                           | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Raspberry                               | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Red Label                               | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Red Label                               | Smirnoff                 | bottle     |      1000 |        12
 Spirits       | Vodka                    | Smirnoff Strawberry                              | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Vanilla                                 | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Smirnoff Watermelon                              | Smirnoff                 | bottle     |       700 |        12
 Spirits       | Vodka                    | Stolichnaya (Stoli) Vodka                        | Stolichnaya              | bottle     |       700 |        12
 Spirits       | Vodka                    | Stolichnaya Raspberry (Razberi)                  | Stolichnaya              | bottle     |       700 |        12
 Spirits       | Vodka                    | Stolichnaya Vanilla                              | Stolichnaya              | bottle     |       700 |        12
 Spirits       | Whisky                   | Ardbeg 10 Year Old                               | Ardbeg                   | bottle     |       700 |         6
 Spirits       | Whisky                   | Ardbeg An Oa                                     | Ardbeg                   | bottle     |       700 |         6
 Spirits       | Whisky                   | Ballantine's 12 Year Old                         | Ballantine's             | bottle     |       700 |         6
 Spirits       | Whisky                   | Ballantine's Finest                              | Ballantine's             | bottle     |       700 |        12
 Spirits       | Whisky                   | Ballantine's Finest                              | Ballantine's             | bottle     |      1000 |        12
 Spirits       | Whisky                   | Bells Original                                   | Bell's                   | bottle     |      1000 |        12
 Spirits       | Whisky                   | Bells Original                                   | Bell's                   | bottle     |       700 |        12
 Spirits       | Whisky                   | Bowmore 12 Year Old                              | Bowmore                  | bottle     |       700 |         6
 Spirits       | Whisky                   | Buffalo Trace Bourbon                            | Buffalo Trace            | bottle     |       700 |         6
 Spirits       | Whisky                   | Bulleit Bourbon                                  | Bulleit                  | bottle     |       700 |         6
 Spirits       | Whisky                   | Bushmills 10 Year Old                            | Bushmills                | bottle     |       700 |         6
 Spirits       | Whisky                   | Bushmills Black Bush                             | Bushmills                | bottle     |       700 |         6
 Spirits       | Whisky                   | Bushmills Original                               | Bushmills                | bottle     |       700 |        12
 Spirits       | Whisky                   | Chivas Regal 12 Year Old                         | Chivas Regal             | bottle     |       700 |         6
 Spirits       | Whisky                   | Chivas Regal 18 Year Old                         | Chivas Regal             | bottle     |       700 |         6
 Spirits       | Whisky                   | Famous Grouse                                    | The Famous Grouse        | bottle     |       700 |        12
 Spirits       | Whisky                   | Famous Grouse                                    | The Famous Grouse        | bottle     |      1000 |        12
 Spirits       | Whisky                   | Four Roses Bourbon                               | Four Roses               | bottle     |       700 |         6
